Year,Brand,Model,Mileage_k,Mileage,Rating,Review Count,Price
2023,Mercedes-Benz,E-Class E 450 4MATIC,4,353,2.9,607,"$75,000 "
2022,Mercedes-Benz,GLC 300  4MATIC,12,61,4,1,"$39,965 "
2019,Mercedes-Benz,S-Class S 560,22,114,4,17,"$56,299 "
2023,Mercedes-Benz,EQS 450 4MATIC,21,135,4,23,"$75,900 "
2023,Mercedes-Benz,C-Class C 300,11,102,4.8,"1,729","$41,996 "
2023,Mercedes-Benz,GLC 300  4MATIC,0,405,4.3,443,"$54,500 "
2023,Mercedes-Benz,CLA 250  4MATIC,3,795,3.9,"1,800","$49,680 "
2021,Mercedes-Benz,C-Class C 300,56,206,4.6,981,"$25,499 "
2023,Mercedes-Benz,EQB 350  4MATIC,0,956,4,"3,563","$57,140 "
2020,Mercedes-Benz,GLE 350  4MATIC,41,447,4.4,"1,038","$45,484 "
2021,Mercedes-Benz,E-Class E 450 4MATIC,20,405,4.8,420,"$61,930 "
2023,Mercedes-Benz,GLB 250  4MATIC,5,534,3.9,"1,800","$51,565 "
2023,Mercedes-Benz,EQE 350 4MATIC,3,223,3.4,468,"$73,994 "
2021,Mercedes-Benz,GLA 250  4MATIC,30,367,4.9,"4,865","$33,999 "
2021,Mercedes-Benz,GLA 250  4MATIC,28,802,4.3,"1,647","$30,799 "
2021,Mercedes-Benz,GLC 300 ,23,898,4.8,"5,398","$33,892 "
2023,Mercedes-Benz,E-Class E 350 4MATIC,8,298,4.7,449,"$55,000 "
2020,Mercedes-Benz,GLE 350  4MATIC,46,372,4.5,"1,334","$41,999 "
2023,Mercedes-Benz,EQB 350  4MATIC,2,701,4,"3,563","$56,795 "
2021,Mercedes-Benz,A-Class 4MATIC,26,769,5,"4,823","$29,995 "
2023,Mercedes-Benz,CLA 250  4MATIC,6,430,4.4,925,"$39,879 "
2020,Mercedes-Benz,AMG G 63,12,4,4,649,"$172,500 "
2024,Mercedes-Benz,GLE 350,10,51,3.8,65,"$64,107 "
2023,Mercedes-Benz,GLA 250  4MATIC,10,659,4.6,"1,847","$40,000 "
2023,Mercedes-Benz,CLA 250  4MATIC,14,362,4.7,316,"$38,865 "
2023,Mercedes-Benz,EQB 350  4MATIC,2,989,4.9,"2,118","$51,900 "
2020,Mercedes-Benz,GLA 250  4MATIC,21,237,4.5,401,"$27,685 "
2022,Mercedes-Benz,GLC 300 ,23,73,4.5,"2,057","$35,933 "
2024,Mercedes-Benz,GLE 350  4MATIC,0,861,3.4,468,"$72,991 "
2022,Mercedes-Benz,EQB 300  4MATIC,5,879,4.6,"1,171","$36,994 "
2023,Mercedes-Benz,E-Class E 350 4MATIC,5,187,4.8,788,"$57,499 "
2021,Mercedes-Benz,GLA 250  4MATIC,32,655,4.5,"1,102","$33,990 "
2023,Mercedes-Benz,AMG GLA 45 ,2,862,4.8,"4,576","$54,888 "
2023,Mercedes-Benz,E-Class E 350 4MATIC,3,623,3.9,"1,800","$67,755 "
2021,Mercedes-Benz,GLS 580  4MATIC,43,66,4.4,56,"$65,936 "
2021,Mercedes-Benz,GLC 300  4MATIC,37,344,4.6,"1,899","$32,633 "
2020,Mercedes-Benz,GLS 450  4MATIC,51,779,4.7,"1,424","$48,777 "
2020,Mercedes-Benz,GLA 250 ,32,122,4.3,419,"$24,997 "
2020,Mercedes-Benz,GLC 300 ,18,665,4.6,"1,847","$34,250 "
2024,Mercedes-Benz,GLE 450 4MATIC,6,124,4.5,919,"$77,506 "
2023,Mercedes-Benz,AMG GLB 35 ,2,103,4.4,"1,515","$50,777 "
2023,Mercedes-Benz,E-Class E 450,5,673,4.2,821,"$77,850 "
2022,Mercedes-Benz,GLB 250  4MATIC,28,301,4.7,285,"$34,449 "
2022,Mercedes-Benz,S-Class S 580 4MATIC,6,87,4.6,"1,915","$97,892 "
2023,Mercedes-Benz,C-Class,11,289,4,47,"$43,777 "
2021,Mercedes-Benz,GLS 450 4MATIC,36,687,4.7,"1,424","$61,577 "
2021,Mercedes-Benz,GLS 580,73,169,4,0,"$67,989 "
2023,Mercedes-Benz,GLB 250 ,9,806,4.5,819,"$46,225 "
2023,Mercedes-Benz,C-Class 4MATIC Sedan,7,543,4.7,662,"$48,558 "
2021,Mercedes-Benz,GLA 250  4MATIC,31,736,4.9,"7,140","$28,500 "
2023,Mercedes-Benz,GLC 300  4MATIC,5,956,4.7,449,"$50,400 "
2022,Mercedes-Benz,GLE 350 ,26,7,4.3,"1,152","$44,987 "
2023,Mercedes-Benz,E-Class E 350,9,574,4.3,419,"$60,597 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,4,500,4.9,"2,118","$46,900 "
2023,Mercedes-Benz,EQB 300  4MATIC,3,109,4.5,"2,465","$49,988 "
2021,Mercedes-Benz,CLS 450 ,16,926,4.5,775,"$53,900 "
2021,Mercedes-Benz,GLE 350 ,31,207,4.4,"1,038","$51,998 "
2023,Mercedes-Benz,C-Class C 300,2,239,4.7,911,"$48,777 "
2020,Mercedes-Benz,AMG GLC 63  4MATIC,18,209,4.7,"1,239","$68,999 "
2024,Mercedes-Benz,GLE 450 Plug-In Hybrid  4MATIC,2,955,4.8,"1,354","$75,994 "
2023,Mercedes-Benz,E-Class E 350 4MATIC,5,318,4.9,"2,375","$54,900 "
2021,Mercedes-Benz,GLB 250 ,23,432,4.4,"1,838","$34,887 "
2021,Mercedes-Benz,C-Class C 300,14,13,4.6,"1,915","$30,945 "
2023,Mercedes-Benz,CLA 250 ,14,817,4.9,268,"$39,597 "
2023,Mercedes-Benz,C-Class C 300,7,639,4.8,"2,059","$44,984 "
2023,Mercedes-Benz,GLC 300 ,6,166,4.6,"1,018","$50,778 "
2023,Mercedes-Benz,CLA 250 ,9,147,4.5,819,"$45,777 "
2020,Mercedes-Benz,GLC 300  4MATIC,27,403,4.7,"2,879","$32,544 "
2021,Mercedes-Benz,GLA 250 ,23,430,4.8,"5,398","$29,893 "
2024,Mercedes-Benz,GLE 350,3,694,4.9,268,"$68,290 "
2021,Mercedes-Benz,GLA 250  4MATIC,19,749,3.8,265,"$31,950 "
2023,Mercedes-Benz,EQB 300 4MATIC,1,890,4.9,"1,375","$54,998 "
2019,Mercedes-Benz,S-Class S 560,15,747,4.8,"5,398","$85,894 "
2022,Mercedes-Benz,A-Class A 220 4MATIC,38,222,4.2,"2,867","$29,889 "
2021,Mercedes-Benz,E-Class E 350 4MATIC,22,812,4.8,"1,539","$41,291 "
2021,Mercedes-Benz,E-Class E 350 4MATIC,22,812,4.8,"1,539","$41,291 "
2021,Mercedes-Benz,GLA 250 ,35,428,4.7,"1,948","$28,550 "
2019,Mercedes-Benz,S-Class 4MATIC,61,136,4.6,"1,899","$49,581 "
2020,Mercedes-Benz,S-Class S 560,16,566,4.5,"2,465","$91,988 "
2020,Mercedes-Benz,GLA 250  4MATIC,35,659,4.3,"1,491","$25,976 "
2021,Mercedes-Benz,GLA 250 ,30,993,4.9,"1,405","$31,000 "
2020,Mercedes-Benz,GLC 300 ,66,555,4.6,"1,018","$27,999 "
2021,Mercedes-Benz,GLA 250 ,25,776,4.3,"1,491","$29,599 "
2021,Mercedes-Benz,GLC 300  4MATIC,49,666,4.9,689,"$30,497 "
2021,Mercedes-Benz,C-Class C 300 4MATIC,16,246,4.7,699,"$36,750 "
2023,Mercedes-Benz,GLA 250 ,7,572,3.8,265,"$39,991 "
2023,Mercedes-Benz,EQS 450+ ,7,557,4.7,911,"$73,994 "
2023,Mercedes-Benz,CLA 250  4MATIC,4,504,3.9,"1,800","$45,990 "
2021,Mercedes-Benz,AMG CLA 35 4MATIC,23,775,4.9,"1,375","$41,558 "
2022,Mercedes-Benz,AMG G 63 4MATIC,18,730,4.5,344,"$193,901 "
2023,Mercedes-Benz,Sprinter 2500 144 WB Standard Roof Passenger,1,124,4.2,568,"$89,989 "
2023,Mercedes-Benz,AMG C 43  4MATIC,7,722,4.9,"2,945","$54,498 "
2023,Mercedes-Benz,GLB 250 ,11,163,4.5,819,"$47,781 "
2021,Mercedes-Benz,A-Class,24,894,4,1000,"$31,995 "
2022,Mercedes-Benz,CLA 250  4MATIC,38,554,4.7,316,"$30,740 "
2021,Mercedes-Benz,GLC 300 ,29,630,4,386,"$33,850 "
2024,Mercedes-Benz,AMG EQE 4MATIC,3,45,4.5,"1,334","$88,799 "
2023,Mercedes-Benz,GLB 250 4MATIC,2,524,4.9,"1,375","$40,558 "
2020,Mercedes-Benz,C-Class C 300 4MATIC,28,991,4.6,"1,276","$31,489 "
2016,Mercedes-Benz,C-Class C 300,23,652,4.7,"2,308","$20,995 "
2021,Mercedes-Benz,GLB 250 ,21,890,4.5,"1,334","$30,799 "
2022,Mercedes-Benz,GLE 350 ,17,942,4,526,"$56,995 "
2022,Mercedes-Benz,GLC 300  4MATIC,29,130,4.9,"2,375","$39,900 "
2023,Mercedes-Benz,EQE 350+ ,7,675,4.6,981,"$56,999 "
2024,Mercedes-Benz,C-Class C 300,1,592,4.7,911,"$45,777 "
2020,Mercedes-Benz,C-Class C 300,10,126,4.6,"1,847","$32,000 "
2021,Mercedes-Benz,E-Class E 450 4MATIC,30,966,4.9,"4,585","$46,900 "
2020,Mercedes-Benz,GLB 250  4MATIC,55,431,4,"3,563","$27,500 "
2021,Mercedes-Benz,C-Class C 300,31,777,4.8,"2,195","$36,792 "
2023,Mercedes-Benz,GLB 250 ,5,750,4.9,"1,375","$39,998 "
2023,Mercedes-Benz,EQB 250 ,10,195,4.8,"2,059","$36,382 "
2023,Mercedes-Benz,GLB 250 ,6,938,4.5,819,"$48,157 "
2019,Mercedes-Benz,C-Class 4MATIC,25,469,4.6,"3,258","$28,351 "
2019,Mercedes-Benz,AMG GLC 43  4MATIC,45,980,4,1,"$40,500 "
2023,Mercedes-Benz,CLA 250 ,9,264,4.5,819,"$46,777 "
2022,Mercedes-Benz,E-Class E 450,2,475,4.8,329,"$69,880 "
2021,Mercedes-Benz,C-Class Sedan,33,125,4.6,"1,847","$33,950 "
2023,Mercedes-Benz,G-Class G 550 4MATIC,17,591,4,67,"$152,986 "
2021,Mercedes-Benz,GLB 250 ,35,172,4,"3,563","$31,195 "
2018,Mercedes-Benz,C-Class C 300 4MATIC,44,87,3.5,474,"$23,168 "
2021,Mercedes-Benz,C-Class C 300,39,957,4.7,"1,003","$40,999 "
2023,Mercedes-Benz,AMG G 63 4MATIC,1,777,4.4,"1,038","$229,918 "
2024,Mercedes-Benz,GLE 450 4MATIC,2,407,4.7,"2,879","$72,545 "
2023,Mercedes-Benz,GLS 580 4MATIC,12,170,5,"4,823","$97,575 "
2024,Mercedes-Benz,GLE 350  4MATIC,2,898,4.1,522,"$64,215 "
2023,Mercedes-Benz,GLE 350  4MATIC,14,984,4.8,"1,354","$63,994 "
2022,Mercedes-Benz,AMG GT 53 C,24,230,5,"4,823","$87,599 "
2023,Mercedes-Benz,CLA 250  4MATIC,5,70,4.8,"1,291","$39,200 "
2023,Mercedes-Benz,EQB 350  4MATIC,1,340,4.3,"1,491","$57,499 "
2024,Mercedes-Benz,GLE 350  4MATIC,9,950,4.1,522,"$63,995 "
2020,Mercedes-Benz,GLS 580  4MATIC,58,279,3.6,59,"$56,695 "
2023,Mercedes-Benz,CLA 250  4MATIC,6,308,4.7,316,"$38,760 "
2024,Mercedes-Benz,AMG GLE 53 ,1,369,4.2,568,"$94,989 "
2024,Mercedes-Benz,GLE 450 4MATIC,2,595,4.1,"1,346","$74,989 "
2023,Mercedes-Benz,EQB 300  4MATIC,12,980,4.8,"2,002","$44,933 "
2020,Mercedes-Benz,GLB 250  4MATIC,44,596,4.7,449,"$29,500 "
2021,Mercedes-Benz,GLC 300  4MATIC,34,893,4.1,522,"$34,995 "
2023,Mercedes-Benz,EQB 350  4MATIC,2,549,4.3,"1,491","$57,153 "
2023,Mercedes-Benz,AMG GLB 35,1,211,4.9,848,"$51,763 "
2022,Mercedes-Benz,GLB 250 ,47,528,4.7,"1,372","$30,900 "
2018,Mercedes-Benz,CLA 250 ,48,230,4.7,"2,931","$20,562 "
2023,Mercedes-Benz,E-Class E 350 4MATIC,4,153,4.5,843,"$57,555 "
2023,Mercedes-Benz,EQS 580  4MATIC,2,484,4.8,"2,195","$89,998 "
2024,Mercedes-Benz,C-Class C 300,6,916,4.7,775,"$45,877 "
2023,Mercedes-Benz,S-Class S 580 4MATIC,5,765,4.4,"1,515","$117,495 "
2020,Mercedes-Benz,GLC 300  4MATIC,37,650,4.8,160,"$31,992 "
2021,Mercedes-Benz,GLC 300  4MATIC,47,890,4.6,716,"$35,416 "
2023,Mercedes-Benz,AMG GT 43 ,3,71,4.7,"1,239","$85,999 "
2022,Mercedes-Benz,GLE 450 4MATIC,18,709,4.4,"1,038","$65,886 "
2020,Mercedes-Benz,AMG GT 53 ,36,814,4.7,"1,424","$75,577 "
2021,Mercedes-Benz,E-Class E 450 4MATIC,54,422,4,236,"$53,490 "
2022,Mercedes-Benz,S-Class 4MATIC,11,395,4.5,"1,334","$89,599 "
2021,Mercedes-Benz,GLB 250  4MATIC,30,392,4.9,"2,375","$32,890 "
2023,Mercedes-Benz,E-Class E 450 4MATIC,3,413,4.8,"1,758","$53,983 "
2023,Mercedes-Benz,GLA 250 ,6,336,4.5,"2,057","$46,035 "
