Year,Brand,Model,Mileage_k,Mileage,Rating,Review Count,Price
2019,Mercedes-Benz,AMG CLS 53 S-Model 4MATIC,36,600,4.7,416,"$55,991 "
2024,Mercedes-Benz,C-Class C 300 4MATIC,2,413,4,599,"$49,888 "
2023,Mercedes-Benz,EQB 300  4MATIC,4,693,4.8,"2,195","$53,910 "
2022,Mercedes-Benz,GLE 350  4MATIC,63,952,4.4,"1,870","$43,881 "
2021,Mercedes-Benz,C-Class C 300 4MATIC,8,548,4.8,752,"$39,988 "
2018,Mercedes-Benz,GLS 450  4MATIC,79,619,4.7,775,"$28,000 "
2020,Mercedes-Benz,GLB 250  4MATIC,45,979,4.8,"1,905","$29,052 "
2020,Mercedes-Benz,S-Class S 560,16,645,4.3,133,"$75,890 "
2023,Mercedes-Benz,E-Class E 450,9,347,4.3,"1,491","$63,491 "
2020,Mercedes-Benz,GLB 250  4MATIC,34,144,4.9,274,"$27,995 "
2023,Mercedes-Benz,CLA 250  4MATIC,9,322,4.8,823,"$40,900 "
2020,Mercedes-Benz,GLA 250 ,18,885,4.6,"1,847","$27,250 "
2022,Mercedes-Benz,GLC 300  4MATIC,20,345,4.5,949,"$40,495 "
2020,Mercedes-Benz,GLB 250 ,38,94,4.6,827,"$31,416 "
2021,Mercedes-Benz,GLC 300  4MATIC,36,607,4.4,311,"$35,475 "
2024,Mercedes-Benz,GLE 350  4MATIC,5,181,4.7,699,"$59,750 "
2022,Mercedes-Benz,GLC 300 ,20,554,4.9,"1,411","$38,995 "
2023,Mercedes-Benz,CLA 250  4MATIC,9,300,4,11,"$41,999 "
2021,Mercedes-Benz,GLA 250  4MATIC,32,978,4,526,"$32,230 "
2022,Mercedes-Benz,GLB 250  4MATIC,11,80,4,236,"$40,990 "
2023,Mercedes-Benz,GLB 250  4MATIC,4,462,4.9,274,"$42,995 "
2024,Mercedes-Benz,C-Class C 300,2,629,4.8,527,"$45,000 "
2022,Mercedes-Benz,AMG GLE 63 S,11,573,4.5,"1,926","$96,510 "
2021,Mercedes-Benz,A-Class A 220,53,524,4.9,"7,140","$23,991 "
2022,Mercedes-Benz,GLC 300  4MATIC,10,791,4.9,689,"$38,999 "
2022,Mercedes-Benz,Metris ,62,241,4,236,"$33,738 "
2023,Mercedes-Benz,GLA 250,15,887,4,60,"$38,594 "
2020,Mercedes-Benz,AMG E 53  4MATIC,46,90,4.2,"2,811","$50,555 "
2023,Mercedes-Benz,GLA 250  4MATIC,6,59,4.4,"1,870","$41,981 "
2023,Mercedes-Benz,GLC 300  4MATIC,7,617,4.5,344,"$51,788 "
2019,Mercedes-Benz,C-Class C 300 4MATIC,55,728,4,12,"$26,199 "
2021,Mercedes-Benz,GLA 250  4MATIC,43,243,4.9,993,"$28,888 "
2021,Mercedes-Benz,GLB 250  4MATIC,43,276,4.9,"1,411","$31,593 "
2023,Mercedes-Benz,EQS 450  4MATIC,6,494,4.7,"1,424","$88,977 "
2023,Mercedes-Benz,E-Class E 350 4MATIC,3,587,3.9,"1,800","$60,900 "
2021,Mercedes-Benz,GLE 350 ,50,48,5,"2,881","$43,498 "
2024,Mercedes-Benz,S-Class ,2,405,4.9,"1,411","$129,991 "
2021,Mercedes-Benz,GLB 250 ,25,540,4.9,294,"$31,652 "
2020,Mercedes-Benz,C-Class C 300 4MATIC,24,190,4.7,"2,931","$31,756 "
2020,Mercedes-Benz,GLE 450 ,39,652,4.6,"1,018","$46,998 "
2023,Mercedes-Benz,E-Class E 63 AMG 4MATIC,2,315,4.5,991,"$169,995 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,6,906,4.6,304,"$47,100 "
2020,Mercedes-Benz,C-Class C 300 4MATIC,33,649,4.8,186,"$27,990 "
2023,Mercedes-Benz,GLC 300  4MATIC,6,427,4.7,611,"$52,983 "
2021,Mercedes-Benz,GLB 250  4MATIC,33,505,4.6,585,"$33,750 "
2021,Mercedes-Benz,GLC 300  4MATIC,37,197,4.7,285,"$32,998 "
2022,Mercedes-Benz,GLS 580  4MATIC,10,806,4.9,"2,783","$87,851 "
2023,Mercedes-Benz,GLB 250  4MATIC,4,107,3.2,98,"$42,995 "
2020,Mercedes-Benz,GLB 250  4MATIC,29,329,4.5,97,"$33,991 "
2020,Mercedes-Benz,GLC 300  4MATIC,40,257,4.7,285,"$30,998 "
2023,Mercedes-Benz,CLA 250 ,3,894,4.8,"2,195","$39,634 "
2023,Mercedes-Benz,C-Class C 300,6,83,4,150,"$52,892 "
2021,Mercedes-Benz,C-Class C 300,8,891,4.7,318,"$32,485 "
2021,Mercedes-Benz,C-Class C 300 4MATIC,20,939,4.8,752,"$35,988 "
2021,Mercedes-Benz,AMG GLE 53 ,38,803,4.6,87,"$72,666 "
2021,Mercedes-Benz,GLS 450 4MATIC,32,190,4.4,"2,339","$58,998 "
2024,Mercedes-Benz,GLC 300  4MATIC,3,830,4.7,"1,239","$54,999 "
2024,Mercedes-Benz,C-Class C 300 4MATIC,0,568,4.5,501,"$54,994 "
2021,Mercedes-Benz,GLC 300  4MATIC,16,860,4,37,"$38,314 "
2020,Mercedes-Benz,C-Class 4MATIC,19,283,4.7,29,"$34,650 "
2023,Mercedes-Benz,AMG G 63 4MATIC,2,771,4.8,"5,398","$224,891 "
2023,Mercedes-Benz,C-Class C 300,12,229,4.8,"2,002","$41,999 "
2019,Mercedes-Benz,GLS 450  4MATIC,53,30,4,12,"$37,500 "
2020,Mercedes-Benz,C-Class C 300 4MATIC,45,795,4.6,"1,018","$29,996 "
2020,Mercedes-Benz,GLE 350 ,35,60,4.8,558,"$43,345 "
2020,Mercedes-Benz,C-Class C 300 4MATIC,32,256,4.8,186,"$29,500 "
2021,Mercedes-Benz,C-Class C 300,28,137,4,418,"$31,933 "
2023,Mercedes-Benz,CLA 250  4MATIC,7,698,4.4,"2,963","$36,988 "
2023,Mercedes-Benz,GLA 250  4MATIC,10,336,4.5,"1,492","$38,989 "
2021,Mercedes-Benz,GLC 300  4MATIC,35,657,4.5,949,"$36,390 "
2021,Mercedes-Benz,AMG GLE 53 4MATIC,38,758,4.7,662,"$70,164 "
2024,Mercedes-Benz,C-Class C 300,2,479,4.4,"1,515","$52,777 "
2022,Mercedes-Benz,GLC 300 ,18,153,4,37,"$36,852 "
2023,Mercedes-Benz,GLE 450 4MATIC,19,720,4.8,"1,354","$71,994 "
2021,Mercedes-Benz,AMG GLA 35 ,9,474,3.4,"1,008","$43,888 "
2020,Mercedes-Benz,GLE 350  4MATIC,49,384,4.9,"4,585","$36,900 "
2023,Mercedes-Benz,EQB 300  4MATIC,4,691,4,22,"$55,900 "
2023,Mercedes-Benz,C-Class C 300,9,997,4.9,"2,166","$49,444 "
2024,Mercedes-Benz,C-Class C 300,1,401,4.4,"1,515","$55,777 "
2021,Mercedes-Benz,GLS 450 4MATIC,38,712,4.9,"4,865","$61,999 "
2023,Mercedes-Benz,GLE 350 ,7,333,4.8,329,"$58,880 "
2021,Mercedes-Benz,GLE 350  4MATIC,28,264,4.8,"4,576","$51,469 "
2023,Mercedes-Benz,EQB 300  4MATIC,3,2,4.3,"1,491","$54,329 "
2019,Mercedes-Benz,GLA 250 ,49,57,4.5,608,"$23,199 "
2021,Mercedes-Benz,GLC 300  4MATIC,37,925,4,1000,"$34,500 "
2024,Mercedes-Benz,GLS 450 4MATIC,1,601,4,1000,"$89,500 "
2021,Mercedes-Benz,Maybach GLS 600 4MATIC,1,307,4.7,"1,239","$144,999 "
2024,Mercedes-Benz,C-Class C 300,2,613,4.8,527,"$46,690 "
2023,Mercedes-Benz,C-Class C 300,8,571,5,"1,502","$43,992 "
2023,Mercedes-Benz,EQE 350  4MATIC,2,906,4.9,911,"$71,892 "
2021,Mercedes-Benz,E-Class 4MATIC,38,720,4.3,"1,647","$40,684 "
2021,Mercedes-Benz,E-Class E 350 4MATIC,27,110,4.8,"4,576","$41,888 "
2021,Mercedes-Benz,E-Class E 350 4MATIC,30,104,4.7,285,"$40,102 "
2021,Mercedes-Benz,GLE 350  4MATIC,44,806,4.8,"4,576","$46,315 "
2020,Mercedes-Benz,C-Class C 300,36,313,4.6,"1,915","$27,825 "
2021,Mercedes-Benz,GLE 350  4MATIC,34,714,4.5,"2,465","$43,988 "
2023,Mercedes-Benz,GLB 250  4MATIC,4,218,4.8,"1,291","$42,700 "
2021,Mercedes-Benz,C-Class C 300 4MATIC,42,503,4.4,311,"$30,979 "
2020,Mercedes-Benz,GLC 300  4MATIC,38,523,4.7,192,"$34,238 "
2023,Mercedes-Benz,EQE 350  4MATIC,6,95,4.3,"1,152","$58,988 "
2023,Mercedes-Benz,CLA 250  4MATIC,8,791,4,147,"$39,400 "
2023,Mercedes-Benz,C-Class C 300,6,28,4.9,"2,166","$47,644 "
2023,Mercedes-Benz,GLB 250 ,5,144,4.4,79,"$42,344 "
2023,Mercedes-Benz,GLB 250,9,183,4,147,"$40,600 "
2020,Mercedes-Benz,AMG GLC 43  4MATIC,30,868,4.8,"1,354","$41,594 "
2021,Mercedes-Benz,AMG GLC 43  4MATIC,29,961,4.8,"1,729","$44,888 "
2022,Mercedes-Benz,GLE 450 4MATIC,48,954,4.8,"2,002","$51,933 "
2023,Mercedes-Benz,GLB 250 ,11,2,4.3,419,"$40,997 "
2023,Mercedes-Benz,EQB 300  4MATIC,2,663,4.3,"1,491","$53,686 "
2021,Mercedes-Benz,GLA 250  4MATIC,23,167,4.3,"1,647","$30,840 "
2021,Mercedes-Benz,GLE 350  4MATIC,13,329,4.2,344,"$50,997 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,6,479,4.9,"4,585","$43,000 "
2022,Mercedes-Benz,AMG G 63 4MATIC,15,74,4.8,"5,398","$209,894 "
2023,Mercedes-Benz,GLE 350  4MATIC,15,56,4,15,"$60,566 "
2022,Mercedes-Benz,GLE 350 ,14,462,5,"5,929","$55,998 "
2021,Mercedes-Benz,A-Class A 220,36,126,4,1,"$34,991 "
2023,Mercedes-Benz,AMG GLA 45 ,4,189,4.4,"2,963","$50,792 "
2023,Mercedes-Benz,EQB 300  4MATIC,1,991,4.9,"2,166","$57,774 "
2023,Mercedes-Benz,EQB 350  4MATIC,2,722,4,"3,563","$60,470 "
2021,Mercedes-Benz,GLE 350  4MATIC,22,427,4.6,76,"$47,990 "
2023,Mercedes-Benz,EQB 300  4MATIC,1,321,4.5,843,"$51,555 "
2021,Mercedes-Benz,GLC 300,42,140,4,8,"$29,990 "
2019,Mercedes-Benz,CLS 450  4MATIC,60,506,4.9,"2,375","$37,890 "
2022,Mercedes-Benz,AMG G 63 4MATIC,7,987,4.7,"1,239","$216,999 "
2022,Mercedes-Benz,AMG GLC 43  4MATIC,10,554,4,543,"$50,991 "
2023,Mercedes-Benz,GLC 300  4MATIC,4,923,4.8,"1,018","$53,000 "
2023,Mercedes-Benz,GLA 250 ,2,715,5,"5,929","$39,997 "
2020,Mercedes-Benz,GLE 350,34,728,4.9,848,"$42,892 "
2019,Mercedes-Benz,E-Class E 300,37,815,4.8,"1,905","$31,152 "
2022,Mercedes-Benz,AMG CLA 35  4MATIC,11,598,4.6,76,"$44,990 "
2023,Mercedes-Benz,GLA 250  4MATIC,4,431,3.9,"1,800","$45,925 "
2021,Mercedes-Benz,GLA 250  4MATIC,21,57,4.5,401,"$32,685 "
2023,Mercedes-Benz,EQB 300  4MATIC,8,186,4.3,419,"$61,997 "
2021,Mercedes-Benz,GLC 300  4MATIC,45,113,4.7,285,"$31,562 "
2020,Mercedes-Benz,AMG GLC 43  4MATIC,41,950,4.2,821,"$41,200 "
2023,Mercedes-Benz,C-Class 4MATIC Coupe,6,465,4.7,192,"$48,400 "
2024,Mercedes-Benz,C-Class C 300 4MATIC,5,725,4.7,"1,014","$46,977 "
2023,Mercedes-Benz,C-Class C 300,6,729,4.5,344,"$50,788 "
2021,Mercedes-Benz,GLS 450 4MATIC,39,50,4.3,"1,491","$56,739 "
2022,Mercedes-Benz,EQS 450+ ,0,895,4.8,"5,398","$71,892 "
2023,Mercedes-Benz,EQE 500  4MATIC,2,467,4,"3,563","$77,945 "
2023,Mercedes-Benz,EQB 350  4MATIC,1,518,4,"3,563","$53,965 "
2021,Mercedes-Benz,GLA 250  4MATIC,28,553,4.5,919,"$28,013 "
2020,Mercedes-Benz,A-Class A 220 4MATIC,28,519,4.6,"1,915","$26,433 "
2023,Mercedes-Benz,EQB 250 ,4,677,4.9,"2,166","$47,044 "
2023,Mercedes-Benz,AMG G 63 4MATIC,0,239,4.8,"2,195","$218,937 "
2023,Mercedes-Benz,E-Class E 350 4MATIC,3,259,4.7,197,"$62,900 "
2024,Mercedes-Benz,GLE 350  4MATIC,9,638,4.4,297,"$67,897 "
2023,Mercedes-Benz,CLA 250 ,12,317,4,147,"$40,000 "
2023,Mercedes-Benz,GLA 250  4MATIC,15,545,4.4,"1,038","$41,964 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,10,198,4.8,"1,354","$45,693 "
2023,Mercedes-Benz,C-Class C 300,10,20,4.7,"2,931","$42,963 "
2023,Mercedes-Benz,E-Class E 350 4MATIC,1,893,4.5,919,"$60,000 "
2021,Mercedes-Benz,E-Class E 350,21,274,4.7,318,"$39,485 "
2023,Mercedes-Benz,EQB 250 ,2,517,4.6,348,"$49,779 "
2021,Mercedes-Benz,GLC 300  4MATIC,33,42,4.5,775,"$34,900 "
2024,Mercedes-Benz,GLE 450 4MATIC,2,644,4.7,"2,879","$85,999 "
2020,Mercedes-Benz,GLC 350e  4MATIC,28,196,4.5,"2,057","$34,522 "
2023,Mercedes-Benz,C-Class C 300,13,704,4.5,"1,684","$47,952 "
2021,Mercedes-Benz,AMG G 63 4MATIC,19,739,4.5,"1,334","$189,888 "
2020,Mercedes-Benz,GLE 350  4MATIC,27,908,4.8,902,"$43,905 "
2023,Mercedes-Benz,C-Class C 300,6,878,4.9,"2,166","$48,006 "
2020,Mercedes-Benz,AMG C 43  4MATIC,19,623,4.7,"1,594","$46,995 "
2023,Mercedes-Benz,GLA 250 ,11,26,4.8,894,"$40,989 "
2023,Mercedes-Benz,EQB 250 ,2,503,4.6,348,"$48,999 "
2022,Mercedes-Benz,GLC 300 ,22,547,4.4,"1,038","$44,941 "
2023,Mercedes-Benz,GLC 300 4MATIC Coupe,6,87,4.5,919,"$51,971 "
2023,Mercedes-Benz,EQE 500  4MATIC,1,545,4,"3,563","$76,765 "
2020,Mercedes-Benz,C-Class C 300 4MATIC,32,35,4.9,"2,783","$29,526 "
2019,Mercedes-Benz,C-Class C 300,38,571,4.8,902,"$28,999 "
2022,Mercedes-Benz,GLB 250  4MATIC,24,549,4.8,969,"$35,988 "
2021,Mercedes-Benz,AMG C 43  4MATIC,31,525,4.2,"2,867","$44,932 "
2015,Mercedes-Benz,G-Class G 550,84,617,4.7,"1,372","$55,900 "
2023,Mercedes-Benz,GLA 250 4MATIC,7,61,4,79,"$39,480 "
2023,Mercedes-Benz,CLA 250  4MATIC,10,694,5,"5,929","$41,999 "
2022,Mercedes-Benz,C-Class C 300,3,227,4.2,568,"$44,989 "
2023,Mercedes-Benz,EQB 300  4MATIC,2,470,4.3,"1,491","$57,505 "
2023,Mercedes-Benz,AMG GLE 53 ,10,459,4.8,"1,094","$75,999 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,5,157,4.7,"1,239","$46,999 "
2023,Mercedes-Benz,GLB 250 ,4,302,4.7,192,"$47,804 "
2023,Mercedes-Benz,EQS 580  4MATIC,7,149,4.3,419,"$95,997 "
2023,Mercedes-Benz,C-Class C 300,8,956,4.5,819,"$54,395 "
2023,Mercedes-Benz,GLA 250 ,6,516,4.8,"5,398","$40,894 "
2023,Mercedes-Benz,GLC 300  4MATIC,6,913,4,377,"$51,995 "
2024,Mercedes-Benz,GLE 350  4MATIC,12,889,5,"2,881","$61,998 "
2023,Mercedes-Benz,GLC 300 4MATIC Coupe,12,996,5,"5,929","$53,997 "
2023,Mercedes-Benz,EQB 300  4MATIC,2,462,4.3,"1,491","$53,717 "
2023,Mercedes-Benz,EQE 500  4MATIC,1,586,4.3,"1,491","$72,007 "
2022,Mercedes-Benz,GLC 300  4MATIC,15,190,4.8,"1,905","$39,964 "
2024,Mercedes-Benz,GLB 250  4MATIC,3,669,4.9,274,"$41,495 "
2023,Mercedes-Benz,C-Class C 300,11,770,4.9,"1,411","$49,991 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,4,605,3.9,"1,800","$47,900 "
2023,Mercedes-Benz,CLA 250  4MATIC,4,461,4.6,76,"$37,496 "
2021,Mercedes-Benz,GLC 300 ,39,767,4,418,"$34,833 "
2021,Mercedes-Benz,G-Class G 550 4MATIC,18,810,4.7,"1,372","$137,900 "
2021,Mercedes-Benz,GLB 250 ,50,968,4,"3,563","$29,275 "
2021,Mercedes-Benz,GLB 250  4MATIC,24,434,4.6,"1,276","$36,839 "
2022,Mercedes-Benz,AMG G 63 4MATIC,2,804,4.8,"5,398","$219,894 "
2020,Mercedes-Benz,GLC 300,25,321,4.4,79,"$34,977 "
2023,Mercedes-Benz,CLA 250,12,574,4,147,"$39,400 "
2024,Mercedes-Benz,GLE 350  4MATIC,5,740,4.9,848,"$69,867 "
2021,Mercedes-Benz,GLA 250 ,31,432,4.4,"1,231","$29,960 "
2023,Mercedes-Benz,CLA 250 ,8,539,4.5,"2,465","$39,988 "
2024,Mercedes-Benz,C-Class C 300,2,643,4.9,"1,375","$49,998 "
2020,Mercedes-Benz,E-Class E 450 4MATIC,21,10,4.9,328,"$41,498 "
2021,Mercedes-Benz,C-Class 4MATIC Sedan,22,912,4.3,"1,647","$31,998 "
2021,Mercedes-Benz,GLB 250 ,28,730,4.8,"2,195","$34,746 "
2020,Mercedes-Benz,GLS 450  4MATIC,56,83,4.7,911,"$42,994 "
2021,Mercedes-Benz,GLC 300  4MATIC,33,334,4.8,"4,576","$35,888 "
2021,Mercedes-Benz,C-Class 4MATIC Sedan,11,369,4.3,112,"$32,928 "
2024,Mercedes-Benz,GLE 350 4MATIC,8,29,3.7,113,"$72,550 "
2019,Mercedes-Benz,CLA 250,49,666,4,8,"$24,990 "
2023,Mercedes-Benz,C-Class C 300,1,301,4.6,348,"$50,999 "
2020,Mercedes-Benz,GLB 250  4MATIC,19,581,4.7,316,"$30,735 "
2023,Mercedes-Benz,EQE 350  4MATIC,3,513,4.6,585,"$70,226 "
2023,Mercedes-Benz,GLC 300  4MATIC,7,434,4.7,192,"$51,507 "
2023,Mercedes-Benz,GLS 580 4MATIC,1,234,4.4,654,"$100,804 "
2023,Mercedes-Benz,EQB 300  4MATIC,1,506,4.3,"1,491","$53,698 "
2023,Mercedes-Benz,C-Class C 300,3,535,4.9,"2,166","$45,244 "
2020,Mercedes-Benz,C-Class C 300,61,406,4,526,"$27,695 "
2024,Mercedes-Benz,GLS 450 4MATIC,5,600,5,"1,782","$86,989 "
2023,Mercedes-Benz,C-Class 4MATIC Sedan,4,902,4,526,"$46,939 "
2022,Mercedes-Benz,GLS 450 4MATIC,28,841,4,543,"$65,991 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,3,57,4.4,"2,963","$46,500 "
2023,Mercedes-Benz,EQE 350  4MATIC,2,977,4,67,"$64,986 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,2,650,3.2,157,"$50,481 "
2023,Mercedes-Benz,GLB 250  4MATIC,4,497,4.9,274,"$42,495 "
2020,Mercedes-Benz,GLC 300  4MATIC,61,41,4.7,192,"$30,960 "
2022,Mercedes-Benz,AMG SL 55 ,1,66,4.7,"1,594","$129,351 "
2023,Mercedes-Benz,GLE 350  4MATIC,42,823,4.9,"3,222","$59,991 "
2023,Mercedes-Benz,CLA 250 ,9,780,4,418,"$41,900 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,2,839,4.8,"1,354","$47,983 "
2023,Mercedes-Benz,GLA 250 ,0,817,4.8,"1,735","$40,983 "
2023,Mercedes-Benz,GLB 250 ,13,893,4.8,894,"$46,220 "
2019,Mercedes-Benz,C-Class,25,835,4,1000,"$30,995 "
2023,Mercedes-Benz,C-Class C 300,1,501,4.6,348,"$50,999 "
2023,Mercedes-Benz,GLC 300  4MATIC,8,108,4,0,"$55,110 "
2023,Mercedes-Benz,GLB 250 ,10,765,4,147,"$42,200 "
2023,Mercedes-Benz,Metris ,1,234,4.6,696,"$47,888 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,4,216,4.6,"1,246","$43,977 "
2020,Mercedes-Benz,GLS 450  4MATIC,33,782,4.3,"1,647","$53,974 "
2020,Mercedes-Benz,AMG G 63 ,37,50,4.8,"1,354","$165,994 "
2020,Mercedes-Benz,GLC 300  4MATIC,36,301,4.7,192,"$34,690 "
2023,Mercedes-Benz,C-Class 4MATIC Sedan,15,233,5,"4,823","$43,998 "
2020,Mercedes-Benz,CLS 450 ,54,537,2.9,607,"$38,000 "
2018,Mercedes-Benz,GLA 250 ,50,301,4.7,775,"$21,958 "
2023,Mercedes-Benz,GLS 450 4MATIC,13,768,4.7,911,"$85,777 "
2023,Mercedes-Benz,EQB 350  4MATIC,1,250,4,"3,563","$60,125 "
2024,Mercedes-Benz,AMG GLE 53 ,7,390,4,150,"$84,994 "
2023,Mercedes-Benz,CLA 250 ,2,822,4.6,"1,089","$38,795 "
2021,Mercedes-Benz,GLC 300 ,18,502,4.5,"1,684","$31,495 "
2022,Mercedes-Benz,AMG GT 43 C,14,407,4.3,352,"$77,991 "
2023,Mercedes-Benz,GLA 250  4MATIC,5,606,4.4,"1,870","$43,481 "
2023,Mercedes-Benz,AMG GLA 35 ,4,471,4.3,"1,491","$50,384 "
2021,Mercedes-Benz,GLC 300  4MATIC,21,455,4.8,"4,576","$36,888 "
2023,Mercedes-Benz,GLB 250  4MATIC,4,163,4.8,"1,291","$41,600 "
2021,Mercedes-Benz,GLB 250 ,24,907,4.6,"3,258","$33,896 "
2023,Mercedes-Benz,S-Class S 500 4MATIC,2,507,4,377,"$103,995 "
2023,Mercedes-Benz,EQB 300  4MATIC,2,513,4.6,348,"$51,999 "
2020,Mercedes-Benz,CLA 250 ,69,818,4.3,"1,491","$26,565 "
2021,Mercedes-Benz,GLA 250  4MATIC,21,951,4.8,752,"$30,987 "
2020,Mercedes-Benz,GLS 450  4MATIC,37,971,4.9,"2,375","$55,990 "
2023,Mercedes-Benz,C-Class C 300,10,162,4.6,76,"$41,990 "
2021,Mercedes-Benz,GLA 250  4MATIC,21,466,4.2,344,"$32,395 "
2023,Mercedes-Benz,C-Class C 300,5,312,4.9,"2,166","$46,446 "
2023,Mercedes-Benz,GLC 300  4MATIC,5,522,4.5,919,"$52,835 "
2024,Mercedes-Benz,C-Class C 300 4MATIC,3,240,4.7,"2,879","$52,835 "
2021,Mercedes-Benz,CLA 250 ,28,684,4.6,"1,915","$30,972 "
2019,Mercedes-Benz,AMG C 43  4MATIC,44,116,4,0,"$38,899 "
2023,Mercedes-Benz,EQB 350  4MATIC,2,139,4.7,"1,239","$67,035 "
2021,Mercedes-Benz,E-Class E 350,18,416,4.4,"1,038","$45,844 "
2020,Mercedes-Benz,S-Class S 560,44,798,4.4,"1,038","$58,884 "
2021,Mercedes-Benz,AMG GLE 63 S-Model 4MATIC,36,536,4.8,752,"$79,988 "
2021,Mercedes-Benz,GLB 250  4MATIC,18,160,4.9,328,"$34,998 "
2020,Mercedes-Benz,C-Class C 300,34,787,4.8,"1,735","$29,892 "
2023,Mercedes-Benz,C-Class 4MATIC Coupe,8,781,4.7,192,"$49,475 "
2020,Mercedes-Benz,AMG G 63 ,26,96,5,"5,929","$165,997 "
2021,Mercedes-Benz,C-Class C 300,41,258,4,38,"$26,900 "
2020,Mercedes-Benz,GLE 350  4MATIC,39,545,4.3,443,"$41,000 "
2020,Mercedes-Benz,GLB 250  4MATIC,49,249,4.4,79,"$31,988 "
2023,Mercedes-Benz,GLB 250  4MATIC,5,362,4.8,"1,291","$41,300 "
2023,Mercedes-Benz,C-Class C 300,7,972,4.6,"1,915","$48,777 "
2020,Mercedes-Benz,C-Class C 300 4MATIC,27,209,4.9,274,"$30,995 "
2023,Mercedes-Benz,EQB 350  4MATIC,2,951,4,"3,563","$57,425 "
2021,Mercedes-Benz,GLE 350  4MATIC,27,41,4.3,443,"$48,000 "
2023,Mercedes-Benz,AMG GT 63 4-Door,11,428,4.6,"1,018","$128,388 "
2023,Mercedes-Benz,EQB 350  4MATIC,1,170,4,"3,563","$54,776 "
2020,Mercedes-Benz,GLS 450  4MATIC,56,189,4,543,"$48,991 "
2023,Mercedes-Benz,EQB 250 ,3,83,4.7,911,"$45,994 "
2021,Mercedes-Benz,AMG GT 63,15,328,3.9,112,"$109,995 "
2019,Mercedes-Benz,C-Class C 300,27,57,4.7,"2,931","$30,756 "
2024,Mercedes-Benz,C-Class C 300 4MATIC,0,100,4.7,"2,308","$49,777 "
2023,Mercedes-Benz,GLB 250  4MATIC,19,195,4.4,"1,838","$39,989 "
2023,Mercedes-Benz,EQE 350  4MATIC,7,562,4.5,516,"$52,496 "
2023,Mercedes-Benz,C-Class C 300 4MATIC,5,613,4.6,304,"$47,300 "
2020,Mercedes-Benz,GLB 250  4MATIC,23,389,4,418,"$33,233 "
2021,Mercedes-Benz,E-Class E 350,45,586,4.7,318,"$36,985 "
2022,Mercedes-Benz,AMG GLC 43 4MATIC Coupe,19,845,4.9,"7,140","$56,991 "
2023,Mercedes-Benz,GLC 300  4MATIC,6,634,4,37,"$48,000 "
2020,Mercedes-Benz,E-Class E 450,35,551,4.9,977,"$44,900 "
2023,Mercedes-Benz,GLA 250  4MATIC,8,221,4.4,"1,231","$43,777 "
2023,Mercedes-Benz,E-Class E 450,7,97,4.9,"1,411","$79,991 "
2020,Mercedes-Benz,AMG GLC 43  4MATIC,63,195,4,67,"$35,986 "
2020,Mercedes-Benz,E-Class E 350,24,626,4.9,977,"$41,900 "
2023,Mercedes-Benz,GLE 350  4MATIC,32,393,4,37,"$60,200 "
2024,Mercedes-Benz,GLE 350  4MATIC,1,601,4.8,969,"$66,876 "
2023,Mercedes-Benz,EQE 350+ ,12,784,4.6,"1,915","$69,777 "
2023,Mercedes-Benz,GLA 250  4MATIC,5,306,4,12,"$41,000 "
2021,Mercedes-Benz,GLC 300  4MATIC,22,881,4.9,"4,585","$38,000 "
2021,Mercedes-Benz,C-Class 4MATIC Sedan,27,281,4.5,775,"$35,900 "
2023,Mercedes-Benz,C-Class C 300,5,958,4.6,"1,915","$45,777 "
2023,Mercedes-Benz,GLC 300  4MATIC,8,462,5,"5,929","$55,999 "
2024,Mercedes-Benz,GLS 450,3,931,4.7,587,"$92,857 "
2022,Mercedes-Benz,GLE 450  4MATIC,35,798,4,11,"$67,997 "
2019,Mercedes-Benz,S-Class S 560 4MATIC,13,705,4,599,"$77,995 "
2021,Mercedes-Benz,GLB 250 ,38,159,4.6,981,"$30,888 "
2023,Mercedes-Benz,GLA 250  4MATIC,3,737,4.7,"2,931","$40,563 "
2023,Mercedes-Benz,EQB 350  4MATIC,3,704,4.8,"1,354","$61,994 "
2023,Mercedes-Benz,S-Class S 500 4MATIC,6,418,4.8,"5,398","$97,892 "
2023,Mercedes-Benz,GLC 300  4MATIC,5,191,4.6,716,"$54,493 "
2023,Mercedes-Benz,CLA 250  4MATIC,4,383,4.6,828,"$42,000 "
2021,Mercedes-Benz,GLE 350  4MATIC,29,489,4.8,752,"$47,988 "
2020,Mercedes-Benz,GLE 350 ,38,205,4.8,639,"$41,990 "
2023,Mercedes-Benz,GLC 300  4MATIC,11,666,4.8,"1,018","$46,000 "
2023,Mercedes-Benz,GLC 300  4MATIC,12,2,5,"5,929","$56,997 "
2024,Mercedes-Benz,GLC 300  4MATIC,4,727,4.5,843,"$53,555 "
2023,Mercedes-Benz,C-Class 4MATIC Coupe,8,603,4.7,192,"$46,908 "
